lease_id,grow_area_name,waterbody,grow_area_type,rainfall_desc,cmu_name,rainfall_thresh_days,rainfall_thresh_in,emerg_cond,latitude,longitude
D-311,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3832932384,-83.2154796029
D-312,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3827623676,-83.2153158055
D-313,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3822314984,-83.2151520374
D-314,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3817006327,-83.214988255
D-315,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3811697558,-83.2148244774
D-316,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3806388806,-83.2146606944
D-317,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3801080154,-83.2144969117
D-318,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3795771355,-83.2143331352
D-391,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3859188738,-83.2260461422
D-392,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3853880217,-83.2258822984
D-393,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3848571679,-83.2257184479
D-394,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3843263101,-83.2255546134
D-395,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3837954502,-83.2253908358
D-396,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3832645917,-83.2252269642
D-397,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3827337475,-83.2250630747
D-398,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3822028826,-83.224899233
D-399,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3816719979,-83.2247357567
D-400,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3811411623,-83.2245715669
D-401,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3806102977,-83.2244077408
D-402,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3800791398,-83.2242434779
D-403,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3795485825,-83.2240800795
D-404,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3790177271,-83.223916245
D-405,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3784868814,-83.2237530083
D-406,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3779559967,-83.2235885923
D-407,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3774251438,-83.2234247742
D-426,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3768937702,-83.2232614506
D-431,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3763634248,-83.2230971544
D-432,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3759332628,-83.2249158367
D-425,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3764585828,-83.225083277
D-424,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3769946767,-83.2252430801
D-423,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3775255366,-83.2254068978
D-422,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3780563373,-83.2255687628
D-421,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3785872471,-83.2257345754
D-420,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.379118112,-83.2258984126
D-419,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3796489508,-83.226062241
D-417,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.380710672,-83.226389903
D-416,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3812415329,-83.2265537452
D-415,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3817723834,-83.2267175981
D-414,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3823032422,-83.2268814384
D-413,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3828340787,-83.2270452972
D-412,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3833649481,-83.2272091415
D-411,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3838958084,-83.2273729964
D-410,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3844263835,-83.2275364141
D-409,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3849575131,-83.2277007065
D-408,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.385488358,-83.2278645633
D-351,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3803092666,-83.218463847
D-342,PINE ISLAND,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3850868044,-83.2199352872
C-1000,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7884071244,-82.2371431675
C-1001,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7875268316,-82.2371520656
C-1002,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7866465297,-82.2371609597
C-1005,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7866376666,-82.2360728308
C-100,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.785903559,-82.2374297825
C-101,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.785335569,-82.2374182072
C-102,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.784767569,-82.237406632
C-104,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.783631578,-82.237383477
C-114,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7836575608,-82.2358000444
C-113,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7842255592,-82.2358116145
C-115,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.783089566,-82.2357884817
C-116,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7825215683,-82.2357769095
LE-125,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7813855752,-82.2357537739
LE-123,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7807916844,-82.2373248462
LE-122,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7813595883,-82.2373371748
LE-126,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.780817578,-82.2357422045
C-120,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7859555145,-82.2342628638
C-121,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7853875213,-82.2342513044
C-122,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7848195243,-82.234239744
C-123,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7842515268,-82.2342281862
C-124,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7836835308,-82.2342166241
C-126,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7825475412,-82.234193552
LE-128,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7814115433,-82.2341703868
LE-135,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7784630727,-82.2345485937
LE-138,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7784831646,-82.2333227757
LE-139,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7784932119,-82.2327098634
LE-140,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7785032519,-82.2320969534
LE-141,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.778513287,-82.2314840405
LE-142,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7794830677,-82.2321551938
LE-143,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7799563329,-82.2321648187
LE-144,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7804296027,-82.2321744426
LE-134,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7785505472,-82.2356872472
LE-136,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7779839247,-82.2356757119
LE-133,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7791171698,-82.2356987817
LE-130,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7802504133,-82.2357218623
LE-121,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7819275883,-82.2373487545
LE-129,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7808435428,-82.2341588263
C-103,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7841995687,-82.2373950545
C-105,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7830635249,-82.2373723561
LE-120,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7824955807,-82.2373603319
LE-127,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7819795379,-82.2341819465
LE-132,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.77968379,-82.2357103191
C-1003,GASPARILLA SOUND,,AUZ,3 days > 6.97" Gasparilla WWTP,479_58,3,6.97,NO,26.7883982653,-82.2360550197
LE-103,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5784016456,-82.1357454547
LE-105,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5768008633,-82.135238404
LE-109,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5735992892,-82.1342243597
LE-118,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5746671889,-82.1334332312
LE-1010,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5805327686,-82.1375501358
LE-1000,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5802652322,-82.1385948111
LE-1001,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5794648465,-82.1383412599
LE-1011,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5797323817,-82.1372965911
LE-1012,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5789319941,-82.1370430549
LE-1003,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.577864073,-82.1378341766
LE-1014,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5773312148,-82.1365359889
LE-1005,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.576263298,-82.1373270981
LE-1015,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5765308255,-82.136282461
LE-1007,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5746625189,-82.1368200422
LE-1017,SOUTH PINE ISLAND,,AUZ,2 days > 6.23"  NOAA,425_62,2,6.23,NO,26.5749300425,-82.135775413
CC-17,WHITEHORSE KEY,,AUZ,2 days >3.50" NOAA,271_66,2,3.50,NO,25.8479373882,-81.5638009797
CC-18,WHITEHORSE KEY,,AUZ,2 days >3.50" NOAA,271_66,2,3.50,NO,25.8485530184,-81.5638992844
CC-19,WHITEHORSE KEY,,AUZ,2 days >3.50" NOAA,271_66,2,3.50,NO,25.8491686484,-81.5639975896
CC-20,WHITEHORSE KEY,,AUZ,2 days >3.50" NOAA,271_66,2,3.50,NO,25.8497842759,-81.5640958965
CC-21,WHITEHORSE KEY,,AUZ,2 days >3.50" NOAA,271_66,2,3.50,NO,25.850399907,-81.5641942041
CC-22,WHITEHORSE KEY,,AUZ,2 days >3.50" NOAA,271_66,2,3.50,NO,25.851015537,-81.5642925136
CC-24,WHITEHORSE KEY,,AUZ,2 days >3.50" NOAA,271_66,2,3.50,NO,25.8522467917,-81.5644891373
CC-25,WHITEHORSE KEY,,AUZ,2 days >3.50" NOAA,271_66,2,3.50,NO,25.8479726436,-81.5619766181
CC-26,WHITEHORSE KEY,,AUZ,2 days >3.50" NOAA,271_66,2,3.50,NO,25.8485882735,-81.5620749134
CC-27,WHITEHORSE KEY,,AUZ,2 days >3.50" NOAA,271_66,2,3.50,NO,25.8492039039,-81.562173216
CC-28,WHITEHORSE KEY,,AUZ,2 days >3.50" NOAA,271_66,2,3.50,NO,25.8498208498,-81.5622732962
CC-29,WHITEHORSE KEY,,AUZ,2 days >3.50" NOAA,271_66,2,3.50,NO,25.8504351613,-81.5623698139
CC-30,WHITEHORSE KEY,,AUZ,2 days >3.50" NOAA,271_66,2,3.50,NO,25.8510507944,-81.5624681186
CC-31,WHITEHORSE KEY,,AUZ,2 days >3.50" NOAA,271_66,2,3.50,NO,25.8516664242,-81.5625664167
CC-32,WHITEHORSE KEY,,AUZ,2 days >3.50" NOAA,271_66,2,3.50,NO,25.8522820546,-81.5626647215
D-201,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3939374401,-83.2428514758
D-202,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3939426031,-83.2424276657
D-203,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3939477612,-83.2420038579
D-204,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3939529044,-83.2415800348
D-205,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.393958066,-83.2411562101
D-206,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3939632134,-83.2407323847
D-219,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3940300755,-83.2352226931
D-220,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.394035208,-83.2347988679
D-221,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3940403452,-83.2343750431
D-222,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3940454703,-83.2339512186
D-223,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3940505981,-83.2335273904
D-224,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.394055731,-83.2331035653
D-225,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3940608527,-83.2326797404
D-226,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3940659817,-83.2322559151
D-227,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3940711055,-83.23183209
D-228,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3940762356,-83.2314082621
D-229,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3940813589,-83.2309844348
D-230,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3940864815,-83.2305606239
D-231,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3940915937,-83.2301368117
D-232,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3940967126,-83.2297129867
D-233,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3941018256,-83.2292891618
D-234,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3941069449,-83.2288653316
D-235,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3941120522,-83.2284415062
D-236,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3941171655,-83.2280176785
D-237,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3941222701,-83.227593853
D-238,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.3941273936,-83.2271700235
D-239,SHIRED REEF,,AUZ,1 day >3.56" Manatee Springs SP,291_25,1,3.56,NO,29.394132494,-83.226746196
B-102,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.9004329516,-80.4951376208
B-108,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.9008017474,-80.4915453595
B-105,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.9006173607,-80.4933414903
B-103,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.8993503917,-80.4947338196
B-106,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.8995347971,-80.492937711
B-109,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.8997191786,-80.4911415965
B-107,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.8984522309,-80.4925339355
B-110,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.8986366077,-80.4907378381
B-112,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.895837026,-80.4931669614
B-113,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.89471637,-80.4927317757
B-114,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.8935957131,-80.4922965985
B-120,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.8941305171,-80.4905917755
B-125,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.8946652997,-80.4888869358
B-115,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.8924750542,-80.4918614303
B-121,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.893009853,-80.4901566227
B-116,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.8913543936,-80.491426271
B-122,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.8918891878,-80.4897214791
B-123,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.8907685206,-80.4892863435
B-117,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.8902337322,-80.4909911198
B-124,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.8896478525,-80.4888512177
B-118,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.8891130682,-80.490555978
B-100,BODY F,,AUZ,2 days > 3.05"  NOAA,391_74,2,3.05,NO,27.9025987793,-80.4959457756
IR-101,INDIAN RIVER,,AUZ,"2 days > 2.54"  NOAA
2 days > 2.54"  NOAA
",372_72,2,2.54,NO,27.8244503007,-80.4552780991
IR-102,INDIAN RIVER,,AUZ,"2 days > 2.54"  NOAA
2 days > 2.54"  NOAA
",372_72,2,2.54,NO,27.8244603017,-80.4548884279
IR-103,INDIAN RIVER,,AUZ,"2 days > 2.54"  NOAA
2 days > 2.54"  NOAA
",372_72,2,2.54,NO,27.8244696223,-80.4544984704
IR-104,INDIAN RIVER,,AUZ,"2 days > 2.54"  NOAA
2 days > 2.54"  NOAA
",372_72,2,2.54,NO,27.8244800002,-80.4541076802
IR-105,INDIAN RIVER,,AUZ,"2 days > 2.54"  NOAA
2 days > 2.54"  NOAA
",372_72,2,2.54,NO,27.8244902777,-80.4537193954
IR-106,INDIAN RIVER,,AUZ,"2 days > 2.54"  NOAA
2 days > 2.54"  NOAA
",372_72,2,2.54,NO,27.8245002746,-80.4533297183
IR-108,INDIAN RIVER,,AUZ,"2 days > 2.54"  NOAA
2 days > 2.54"  NOAA
",372_72,2,2.54,NO,27.824520415,-80.4525503006
IR-109,INDIAN RIVER,,AUZ,"2 days > 2.54"  NOAA
2 days > 2.54"  NOAA
",372_72,2,2.54,NO,27.8245302317,-80.4521606851
IR-110,INDIAN RIVER,,AUZ,"2 days > 2.54"  NOAA
2 days > 2.54"  NOAA
",372_72,2,2.54,NO,27.8245402255,-80.4517710073
IR-111,INDIAN RIVER,,AUZ,"2 days > 2.54"  NOAA
2 days > 2.54"  NOAA
",372_72,2,2.54,NO,27.8245502139,-80.4513813297
IR-113,INDIAN RIVER,,AUZ,"2 days > 2.54"  NOAA
2 days > 2.54"  NOAA
",372_72,2,2.54,NO,27.8245701756,-80.4506019733
IR-128,INDIAN RIVER,,AUZ,"2 days > 2.54"  NOAA
2 days > 2.54"  NOAA
",372_72,2,2.54,NO,27.8247198176,-80.444756799
IR-133,INDIAN RIVER,,AUZ,"2 days > 2.54"  NOAA
2 days > 2.54"  NOAA
",372_72,2,2.54,NO,27.8247696361,-80.4428084054
IR-134,INDIAN RIVER,,AUZ,"2 days > 2.54"  NOAA
2 days > 2.54"  NOAA
",372_72,2,2.54,NO,27.8247800153,-80.4424185791
IR-135,INDIAN RIVER,,AUZ,"2 days > 2.54"  NOAA
2 days > 2.54"  NOAA
",372_72,2,2.54,NO,27.8247895611,-80.4420290475
L-886,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.151292682,-83.0132327259
L-887,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.1506870494,-83.0130605931
L-888,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.1500814042,-83.0128884765
L-889,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.1494760559,-83.0127178078
L-890,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.1488701295,-83.0125442362
L-891,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.148264487,-83.0123721219
L-880,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.1517658244,-83.0118997508
L-881,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.1511601817,-83.0117276296
L-882,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.1505545376,-83.0115555158
L-883,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.1499488941,-83.011383399
L-884,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.1493432594,-83.0112112892
L-885,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.1487376112,-83.011039186
L-874,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.1522647182,-83.0104941604
L-875,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.1516590734,-83.0103220464
L-876,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.1510534277,-83.0101499393
L-877,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.1504477909,-83.0099778251
L-878,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.1498421361,-83.009805728
L-879,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.1492365039,-83.0096336319
L-868,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.1527378199,-83.0091611548
L-869,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.152132233,-83.0089890644
L-870,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.151526531,-83.0088169571
L-871,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.1509208924,-83.0086448498
L-872,DOG ISLAND NORTH,,AUZ,3 days >6.67"Cedar Key Forestry,250_30,3,6.67,NO,29.150315245,-83.0084727486
